Game#,Date,Away Team,Away Score,Home Team,Home Score,Away Division,Home Division,Game Type
,22-Sep-24,SEA Cucumbers,6,Spicy Kittens,5,Division 9B,Division 9B,REG
,22-Sep-24,Khaos,9,Blackouts,2,Division 9,Division 9A,REG
,22-Sep-24,Purple Reign,3,Blackbirds,1,Division 9B,Division 9B,REG
,22-Sep-24,Yacht Flippers,1,Toe Dragons,2,Division 8C,Division 8C,REG
,22-Sep-24,Mid-Ice Crisis,0,Seal Team Sticks,5,Division 9B,Division 9,REG
,22-Sep-24,Fighting Clams,13,Rainier Reindeers HC-8,1,Division 8C,Division 10B,REG
,22-Sep-24,Fluffy Bunnies,7,Orcas,0,Division 8B,Division 8C,REG
,22-Sep-24,Post Busters,4,Div 10 Sky Blue,2,Division 10,Division 10,REG
,22-Sep-24,Arctic Foxes,8,Rainiers,2,Division 8C,Division 9,REG
,22-Sep-24,Seals Lower,5,Hungry Hatchlings,1,Division 8B,Division 8C,REG
,22-Sep-24,Sockeyes,1,Mother Cluckers,5,Division 8B,Division 8B,REG
,22-Sep-24,Los Tigres,4,Iced Awesome,3,Division 8,Division 8A,REG
,22-Sep-24,Seattle Freeze,4,Seattle Dogs,4,Division 7,Division 7,REG
,22-Sep-24,Roughnecks Mobile Infantry,3,Coyotes,3,Division 7,Division 7,REG
,22-Sep-24,Cascadians HC,3,LKI,4,Division 7B,Division 7B,REG
,22-Sep-24,Golden Gobies,7,Scrooge McPuck,2,Division 8,Division 8B,REG
,22-Sep-24,The Quacken,2,Beer Dragons,3,Division 9B,Division 10,REG
,22-Sep-24,Royal Pains,4,Fighting Mongooses,5,Division 7B,Division 7B,REG
,22-Sep-24,Puccaneers,4,Hampton West Hockey Club,4,Division 8,Division 8,REG
,22-Sep-24,Hackers,3,Real Bacon,1,Division 6B,Division 6B,REG
,22-Sep-24,Not Sure 7B,3,Blades,6,Division 7B,Division 6C,REG
,22-Sep-24,Mudflaps,3,Birrds,3,Division 6C,Division 7,REG
,22-Sep-24,BLU Bombers,5,Spittin' Llamas,0,Division 8,Division 8C,REG
,22-Sep-24,What's Kraken?,6,Trash Pandas Garbage Legacy,2,Division 6B,Division 7,REG
,22-Sep-24,Trash Pandas 6 Landis,1,Monarchs 6B,8,Division 6C,Division 6B,REG
,22-Sep-24,Rainier Reindeer HC-6A,2,Flying Monkeys,1,Division 6,Division 6B,REG
,22-Sep-24,Raiders,5,Bandits,0,Division 6C,Division 7B,REG
,23-Sep-24,Dumb Pucks,6,Honey Badgers,5,Division 6,Division 6B,REG
,23-Sep-24,Mighty Boosh,3,Greenhorns,4,Division 6C,Division 6B,REG
,23-Sep-24,PussyCats,5,Roughnecks,5,Division 6,Division 6B,REG
,23-Sep-24,Icemen,4,Alpuckas,5,Division 6,Division 6,REG
,23-Sep-24,Midnight Twist,2,Stingers,0,Division 6,Division 6,REG
,23-Sep-24,Piranhas,6,Seals 6A,3,Division 5D,Division 6,REG
,23-Sep-24,Jokres,10,Squids,3,Division 5D,Division 6,REG
,23-Sep-24,Dirty Couch Hockey Club,2,Trash Pandas 5C,7,Division 5D,Division 5C,REG
,23-Sep-24,Monarchs 5D,4,Fossils,4,Division 5D,Division 5D,REG
,23-Sep-24,Ice-O-Topes,1,Kokanees,2,Division 5B,Division 5B,REG
,23-Sep-24,Bullets,1,Hooligans,2,Division 5B,Division 5B,REG
,23-Sep-24,Reapers,4,Yetis,6,Division 5D,Division 5C,REG
,23-Sep-24,Not Sure 5B,6,BSOD,0,Division 5B,Division 5C,REG
,24-Sep-24,40+ Advanced Green,4,40+ Advanced White,4,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,24-Sep-24,40+ Advanced Orange,3,40+ Advanced Gray,6,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,24-Sep-24,Lumberjacks,2,Gamblers,4,Division 5C,Division 5B,REG
,24-Sep-24,Roughnecks - Game Theory,3,Moose Knuckle,6,Division 5,Division 4C,REG
,24-Sep-24,Dumpster Fire,2,Black Katz,4,Division 5C,Division 5C,REG
,24-Sep-24,40+ Advanced Black,6,40+ Advanced Red,2,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,24-Sep-24,Kraken Up,1,LLUA,7,Division 4C,Division 4C,REG
,24-Sep-24,DevilFish,4,Renegades,1,Division 5,Division 5B,REG
,24-Sep-24,Maple Bars,8,Wolves,6,Division 4B,Division 4C,REG
,24-Sep-24,Coconut Corgis,0,Greasy Weasels,8,Division 4B,Division 4B,REG
,24-Sep-24,Night Owls,2,Seagulls,2,Division 4B,Division 5A,REG
,25-Sep-24,40+ Royal,3,40+ White,7,40+ Fall 2024,40+ Fall 2024,REG
,25-Sep-24,MMHC,6,The Herd,1,Division 3,Division 3B,REG
,25-Sep-24,40+ Grey,2,40+ Sky Blue,3,40+ Fall 2024,40+ Fall 2024,REG
,25-Sep-24,Skeletons,0,Schilling Cider,4,Division 5,Division 4B,REG
,25-Sep-24,Edible Arrangements,3,Steelhead,6,Division 4C,Division 4B,REG
,25-Sep-24,40+ Orange,2,40+ Navy,6,40+ Fall 2024,40+ Fall 2024,REG
,25-Sep-24,Chinooks,4,Skateful Dead,6,Division 4,Division 4,REG
,25-Sep-24,Mighty Mallards,4,Sasquatch,1,Division 4A,Division 3B,REG
,25-Sep-24,40+ Red,1,40+ Yellow,1,40+ Fall 2024,40+ Fall 2024,REG
,25-Sep-24,Growlers,3,Hosers,7,Division 4,Division 4A,REG
,25-Sep-24,Goal Diggers,2,Shockers,3,Division 4A,Division 3B,REG
,25-Sep-24,Rhinos,3,Bombers,3,Division 3,Division 3B,REG
,26-Sep-24,Sabercats,1,Chiefs,13,Division 3B,Division 3,REG
,26-Sep-24,Mighty Geoducks,8,Fighting Narwhals,2,Division 2,Division 2,REG
,26-Sep-24,Booze Hounds,7,Red Dog,3,Division 3,Division 2,REG
,26-Sep-24,Breakers,3,Puckbuddies,4,Division 4,Division 3,REG
,26-Sep-24,Dead Rabbits,4,Highlanders,1,Division 5,Division 5,REG
,26-Sep-24,Northwest Crabs,5,Mavericks,6,Division 2,Division 2,REG
,26-Sep-24,Pheasants,1,Koronis Motors,3,Division 2,Division 2,REG
,26-Sep-24,Falcons,5,ESB,3,Division 1,Division 1,REG
,26-Sep-24,Mustangs,0,Brigade,1,Division 1,Division 1,REG
,26-Sep-24,Pull Tab Bandits,2,Seattle Supernova,7,Division 2,Division 1,REG
,28-Sep-24,Seal Team Sticks,1,Toe Dragons,4,Division 9,Division 8C,REG
,28-Sep-24,Rainier Reindeers HC-8,0,Yacht Flippers,4,Division 10B,Division 8C,REG
,29-Sep-24,Seattle Dogs,5,Fighting Mongooses,2,Division 7,Division 7B,REG
,29-Sep-24,Rainier Reindeer HC-6A,5,Real Bacon,3,Division 6,Division 6B,REG
,29-Sep-24,Bandits,0,What's Kraken?,5,Division 7B,Division 6B,REG
,29-Sep-24,Puccaneers,2,Cascadians HC,5,Division 8,Division 7B,REG
,29-Sep-24,Khaos,4,Purple Reign,3,Division 9,Division 9B,REG
,29-Sep-24,Hampton West Hockey Club,2,LKI,1,Division 8,Division 7B,REG
,29-Sep-24,Beer Dragons,5,Post Busters,2,Division 10,Division 10,REG
,29-Sep-24,Raiders,5,Coyotes,2,Division 6C,Division 7,REG
,29-Sep-24,BLU Bombers,3,Los Tigres,3,Division 8,Division 8,REG
,29-Sep-24,Iced Awesome,4,Golden Gobies,6,Division 8A,Division 8,REG
,29-Sep-24,Hungry Hatchlings,2,Sockeyes,4,Division 8C,Division 8B,REG
,29-Sep-24,Scrooge McPuck,5,Mother Cluckers,11,Division 8B,Division 8B,REG
,29-Sep-24,Jokres,2,Yetis,4,Division 5D,Division 5C,REG
,29-Sep-24,Seals Lower,2,Arctic Foxes,2,Division 8B,Division 8C,REG
,29-Sep-24,Midnight Twist,1,Seals 6A,1,Division 6,Division 6,REG
,29-Sep-24,Orcas,2,Rainiers,3,Division 8C,Division 9,REG
,29-Sep-24,The Quacken,2,Blackbirds,5,Division 9B,Division 9B,REG
,29-Sep-24,Fluffy Bunnies,3,Fighting Clams,1,Division 8B,Division 8C,REG
,29-Sep-24,Mudflaps,1,Trash Pandas Garbage Legacy,5,Division 6C,Division 7,REG
,29-Sep-24,Spittin' Llamas,6,Mid-Ice Crisis,2,Division 8C,Division 9B,REG
,29-Sep-24,Blackouts,6,SEA Cucumbers,3,Division 9A,Division 9B,REG
,29-Sep-24,Div 10 Sky Blue,0,Spicy Kittens,7,Division 10,Division 9B,REG
,29-Sep-24,Seattle Freeze,1,Blades,2,Division 7,Division 6C,REG
,29-Sep-24,Not Sure 7B,2,Birrds,2,Division 7B,Division 7,REG
,29-Sep-24,Dumb Pucks,4,Roughnecks,4,Division 6,Division 6B,REG
,30-Sep-24,Fossils,2,Reapers,4,Division 5D,Division 5D,REG
,30-Sep-24,Skeletons,3,Moose Knuckle,6,Division 5,Division 4C,REG
,30-Sep-24,Lumberjacks,2,Hooligans,7,Division 5C,Division 5B,REG
,30-Sep-24,Ice-O-Topes,1,Not Sure 5B,5,Division 5B,Division 5B,REG
,30-Sep-24,Roughnecks - Game Theory,6,Kokanees,3,Division 5,Division 5B,REG
,30-Sep-24,Gamblers,5,Dumpster Fire,4,Division 5B,Division 5C,REG
,30-Sep-24,Roughnecks Mobile Infantry,0,Monarchs 6B,5,Division 7,Division 6B,REG
,30-Sep-24,Hackers,3,Greenhorns,1,Division 6B,Division 6B,REG
,30-Sep-24,Trash Pandas 6 Landis,1,Flying Monkeys,7,Division 6C,Division 6B,REG
,30-Sep-24,Icemen,8,Honey Badgers,0,Division 6,Division 6B,REG
,30-Sep-24,PussyCats,2,Stingers,4,Division 6,Division 6,REG
,30-Sep-24,DevilFish,4,Highlanders,5,Division 5,Division 5,REG
,30-Sep-24,Mighty Boosh,2,Alpuckas,9,Division 6C,Division 6,REG
,1-Oct-24,Red Hots,4,Blue Footed Bloobies,2,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,1-Oct-24,Maple Bars,5,Seagulls,1,Division 4B,Division 5A,REG
,1-Oct-24,40+ Advanced Green,7,40+ Advanced Red,5,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,1-Oct-24,Piranhas,1,Black Katz,2,Division 5D,Division 5C,REG
,1-Oct-24,White Yetis,4,Black Sheesh,1,Women's Division Fall 2024,Women''s Division Fall 2024,REG
,1-Oct-24,Pineapple Express,2,Grey Dust Bunnies,4,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,1-Oct-24,40+ Advanced White,4,40+ Advanced Gray,0,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,1-Oct-24,Kraken Up,5,Wolves,4,Division 4C,Division 4C,REG
,1-Oct-24,40+ Advanced Orange,5,40+ Advanced Black,1,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,1-Oct-24,Monarchs 5D,3,Trash Pandas 5C,4,Division 5D,Division 5C,REG
,1-Oct-24,Dirty Couch Hockey Club,7,Squids,2,Division 5D,Division 6,REG
,2-Oct-24,Rhinos,7,Puckbuddies,2,Division 3,Division 3,REG
,2-Oct-24,40+ Navy,4,40+ Yellow,1,40+ Fall 2024,40+ Fall 2024,REG
,2-Oct-24,Goal Diggers,1,The Herd,10,Division 4A,Division 3B,REG
,2-Oct-24,40+ Royal,3,40+ Grey,5,40+ Fall 2024,40+ Fall 2024,REG
,2-Oct-24,MMHC,3,Bombers,3,Division 3,Division 3B,REG
,2-Oct-24,Mighty Mallards,1,Shockers,3,Division 4A,Division 3B,REG
,2-Oct-24,Schilling Cider,7,Renegades,1,Division 4B,Division 5B,REG
,2-Oct-24,Night Owls,6,Greasy Weasels,4,Division 4B,Division 4B,REG
,2-Oct-24,Dead Rabbits,4,LLUA,3,Division 5,Division 4C,REG
,2-Oct-24,40+ Orange,2,40+ White,5,40+ Fall 2024,40+ Fall 2024,REG
,2-Oct-24,Edible Arrangements,2,Skateful Dead,4,Division 4C,Division 4,REG
,2-Oct-24,Chinooks,3,Hosers,5,Division 4,Division 4A,REG
,2-Oct-24,40+ Red,1,40+ Sky Blue,1,40+ Fall 2024,40+ Fall 2024,REG
,3-Oct-24,Mustangs,7,Seattle Supernova,6,Division 1,Division 1,REG
,3-Oct-24,Mighty Geoducks,4,Koronis Motors,3,Division 2,Division 2,REG
,3-Oct-24,Pull Tab Bandits,6,Brigade,7,Division 2,Division 1,REG
,3-Oct-24,Pheasants,3,Sabercats,3,Division 2,Division 3B,REG
,3-Oct-24,Northwest Crabs,3,ESB,6,Division 2,Division 1,REG
,3-Oct-24,NW Stars,2,Falcons,10,Division 1,Division 1,REG
,3-Oct-24,Booze Hounds,1,Mavericks,8,Division 3,Division 2,REG
,3-Oct-24,Breakers,4,Chiefs,11,Division 4,Division 3,REG
,3-Oct-24,Coconut Corgis,5,Steelhead,4,Division 4B,Division 4B,REG
,3-Oct-24,Fighting Narwhals,8,Red Dog,2,Division 2,Division 2,REG
,3-Oct-24,Bullets,5,BSOD,1,Division 5B,Division 5C,REG
,3-Oct-24,Growlers,1,Sasquatch,6,Division 4,Division 3B,REG
,4-Oct-24,Seals Lower,6,Fighting Clams,1,Division 8B,Division 8C,REG
,5-Oct-24,Scrooge McPuck,4,Sockeyes,10,Division 8B,Division 8B,REG
,5-Oct-24,Mother Cluckers,2,Arctic Foxes,1,Division 8B,Division 8C,REG
,5-Oct-24,Los Tigres,4,Golden Gobies,4,Division 8,Division 8,REG
,6-Oct-24,Div 10 Sky Blue,2,Beer Dragons,3,Division 10,Division 10,REG
,6-Oct-24,Seattle Freeze,10,Fighting Mongooses,1,Division 7,Division 7B,REG
,6-Oct-24,Spicy Kittens,3,Post Busters,1,Division 9B,Division 10,REG
,6-Oct-24,Stingers,6,Dumb Pucks,2,Division 6,Division 6,REG
,6-Oct-24,Mudflaps,0,Blades,7,Division 6C,Division 6C,REG
,6-Oct-24,Monarchs 6B,3,Rainier Reindeer HC-6A,4,Division 6B,Division 6,REG
,6-Oct-24,Orcas,9,Khaos,2,Division 8C,Division 9,REG
,6-Oct-24,Trash Pandas 6 Landis,3,Raiders,6,Division 6C,Division 6C,REG
,6-Oct-24,Flying Monkeys,7,Roughnecks Mobile Infantry,4,Division 6B,Division 7,REG
,6-Oct-24,Mid-Ice Crisis,0,Rainier Reindeers HC-8,9,Division 9B,Division 10B,REG
,6-Oct-24,Seattle Dogs,6,Royal Pains,9,Division 7,Division 7B,REG
,6-Oct-24,Bandits,2,Not Sure 7B,4,Division 7B,Division 7B,REG
,6-Oct-24,Hungry Hatchlings,0,Fluffy Bunnies,6,Division 8C,Division 8B,REG
,6-Oct-24,Trash Pandas Garbage Legacy,9,Birrds,3,Division 7,Division 7,REG
,6-Oct-24,Puccaneers,3,LKI,4,Division 8,Division 7B,REG
,6-Oct-24,Toe Dragons,2,Purple Reign,0,Division 8C,Division 9B,REG
,6-Oct-24,Blackouts,7,The Quacken,1,Division 9A,Division 9B,REG
,6-Oct-24,SEA Cucumbers,7,Blackbirds,1,Division 9B,Division 9B,REG
,6-Oct-24,Rainiers,5,Seal Team Sticks,4,Division 9,Division 9,REG
,6-Oct-24,Spittin' Llamas,1,Yacht Flippers,2,Division 8C,Division 8C,REG
,6-Oct-24,Mighty Boosh,2,Real Bacon,6,Division 6C,Division 6B,REG
,6-Oct-24,Hampton West Hockey Club,4,Cascadians HC,6,Division 8,Division 7B,REG
,6-Oct-24,BLU Bombers,3,Iced Awesome,3,Division 8,Division 8A,REG
,6-Oct-24,What's Kraken?,4,Coyotes,1,Division 6B,Division 7,REG
,7-Oct-24,Piranhas,5,Squids,3,Division 5D,Division 6,REG
,7-Oct-24,Dead Rabbits,2,DevilFish,2,Division 5,Division 5,REG
,7-Oct-24,Midnight Twist,3,Dirty Couch Hockey Club,4,Division 6,Division 5D,REG
,7-Oct-24,Alpuckas,5,PussyCats,4,Division 6,Division 6,REG
,7-Oct-24,Fossils,1,Jokres,1,Division 5D,Division 5D,REG
,7-Oct-24,Honey Badgers,4,Greenhorns,4,Division 6B,Division 6B,REG
,7-Oct-24,Skeletons,4,Highlanders,2,Division 5,Division 5,REG
,7-Oct-24,Seals 6A,2,Icemen,3,Division 6,Division 6,REG
,7-Oct-24,Trash Pandas 5C,2,Reapers,5,Division 5C,Division 5D,REG
,7-Oct-24,Yetis,2,Monarchs 5D,2,Division 5C,Division 5D,REG
,7-Oct-24,Lumberjacks,5,Dumpster Fire,5,Division 5C,Division 5C,REG
,7-Oct-24,Ice-O-Topes,7,Bullets,4,Division 5B,Division 5B,REG
,7-Oct-24,Kokanees,1,Hooligans,3,Division 5B,Division 5B,REG
,7-Oct-24,Roughnecks - Game Theory,6,Not Sure 5B,1,Division 5,Division 5B,REG
,8-Oct-24,Grey Dust Bunnies,4,Blue Footed Bloobies,3,Women's Division Fall 2024,Women's Division Fall 2024,REG
,8-Oct-24,Pineapple Express,4,White Yetis,4,Women''s Division Fall 2024,Women's Division Fall 2024,REG
,8-Oct-24,40+ Advanced Gray,6,40+ Advanced Red,3,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,8-Oct-24,Renegades,8,BSOD,2,Division 5B,Division 5C,REG
,8-Oct-24,Sasquatch,6,Skateful Dead,2,Division 3B,Division 4,REG
,8-Oct-24,LLUA,1,Maple Bars,5,Division 4C,Division 4B,REG
,8-Oct-24,Black Sheesh,2,Red Hots,1,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,8-Oct-24,40+ Advanced Green,2,40+ Advanced Black,8,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,8-Oct-24,Moose Knuckle,2,Kraken Up,3,Division 4C,Division 4C,REG
,8-Oct-24,40+ Advanced White,1,40+ Advanced Orange,6,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,9-Oct-24,40+ Grey,6,40+ Red,1,40+ Fall 2024,40+ Fall 2024,REG
,9-Oct-24,Gamblers,3,Black Katz,1,Division 5B,Division 5C,REG
,9-Oct-24,Goal Diggers,2,Puget Sound Pigeons,8,Division 4A,Division 3A,REG
,9-Oct-24,ESB,4,NW Stars,7,Division 1,Division 1,REG
,9-Oct-24,40+ Yellow,7,40+ White,5,40+ Fall 2024,40+ Fall 2024,REG
,9-Oct-24,Growlers,4,Chinooks,7,Division 4,Division 4,REG
,9-Oct-24,Seagulls,5,Coconut Corgis,6,Division 5A,Division 4B,REG
,9-Oct-24,Steelhead,7,Greasy Weasels,1,Division 4B,Division 4B,REG
,9-Oct-24,Night Owls,5,Edible Arrangements,2,Division 4B,Division 4C,REG
,9-Oct-24,40+ Navy,4,40+ Sky Blue,0,40+ Fall 2024,40+ Fall 2024,REG
,9-Oct-24,40+ Orange,5,40+ Royal,3,40+ Fall 2024,40+ Fall 2024,REG
,10-Oct-24,Pheasants,1,Red Dog,12,Division 2,Division 2,REG
,10-Oct-24,Chiefs,6,Puckbuddies,5,Division 3,Division 3,REG
,10-Oct-24,Wolves,5,Schilling Cider,3,Division 4C,Division 4B,REG
,10-Oct-24,Seattle Supernova,3,Brigade,6,Division 1,Division 1,REG
,10-Oct-24,Mavericks,2,Koronis Motors,1,Division 2,Division 2,REG
,10-Oct-24,Fighting Narwhals,11,Booze Hounds,4,Division 2,Division 3,REG
,10-Oct-24,Bombers,2,Sabercats,1,Division 3B,Division 3B,REG
,10-Oct-24,Falcons,11,Mustangs,4,Division 1,Division 1,REG
,10-Oct-24,Rhinos,5,MMHC,4,Division 3,Division 3,REG
,10-Oct-24,Mighty Mallards,4,Hosers,1,Division 4A,Division 4A,REG
,10-Oct-24,Pull Tab Bandits,3,Northwest Crabs,6,Division 2,Division 2,REG
,12-Oct-24,Hampton West Hockey Club,5,BLU Bombers,5,Division 8,Division 8,REG
,12-Oct-24,Seattle Dogs,10,Cascadians HC,2,Division 7,Division 7B,REG
,12-Oct-24,Fighting Mongooses,6,LKI,3,Division 7B,Division 7B,REG
,12-Oct-24,Birrds,3,Royal Pains,3,Division 7,Division 7B,REG
,13-Oct-24,Fluffy Bunnies,8,Scrooge McPuck,2,Division 8B,Division 8B,REG
,13-Oct-24,Bandits,0,Seattle Freeze,5,Division 7B,Division 7,REG
,13-Oct-24,Sockeyes,1,Seals Lower,3,Division 8B,Division 8B,REG
,13-Oct-24,Mudflaps,5,Roughnecks Mobile Infantry,0,Division 6C,Division 7,REG
,13-Oct-24,Flying Monkeys,3,Monarchs 6B,6,Division 6B,Division 6B,REG
,13-Oct-24,Coyotes,3,Not Sure 7B,2,Division 7,Division 7B,REG
,13-Oct-24,Raiders,6,Mighty Boosh,2,Division 6C,Division 6C,REG
,13-Oct-24,Puccaneers,2,Los Tigres,0,Division 8,Division 8,REG
,13-Oct-24,Honey Badgers,4,Roughnecks,2,Division 6B,Division 6B,REG
,13-Oct-24,Real Bacon,3,Greenhorns,1,Division 6B,Division 6B,REG
,13-Oct-24,Trash Pandas 6 Landis,0,What's Kraken?,6,Division 6C,Division 6B,REG
,13-Oct-24,Blackbirds,6,Post Busters,1,Division 9B,Division 10,REG
,13-Oct-24,Mother Cluckers,2,Iced Awesome,6,Division 8B,Division 8A,REG
,13-Oct-24,Seal Team Sticks,0,Orcas,4,Division 9,Division 8C,REG
,13-Oct-24,Mid-Ice Crisis,2,Blackouts,5,Division 9B,Division 9A,REG
,13-Oct-24,Blades,3,Trash Pandas Garbage Legacy,3,Division 6C,Division 7,REG
,13-Oct-24,The Quacken,7,Div 10 Sky Blue,2,Division 9B,Division 10,REG
,13-Oct-24,Hungry Hatchlings,2,Toe Dragons,2,Division 8C,Division 8C,REG
,13-Oct-24,Golden Gobies,7,Arctic Foxes,3,Division 8,Division 8C,REG
,13-Oct-24,Black Katz,0,Trash Pandas 5C,3,Division 5C,Division 5C,REG
,13-Oct-24,Purple Reign,1,SEA Cucumbers,5,Division 9B,Division 9B,REG
,13-Oct-24,Spicy Kittens,4,Beer Dragons,2,Division 9B,Division 10,REG
,13-Oct-24,Fighting Clams,3,Yacht Flippers,3,Division 8C,Division 8C,REG
,13-Oct-24,Spittin' Llamas,6,Rainier Reindeers HC-8,0,Division 8C,Division 10B,REG
,13-Oct-24,Rainiers,6,Khaos,1,Division 9,Division 9,REG
,14-Oct-24,Hooligans,2,Gamblers,2,Division 5B,Division 5B,REG
,14-Oct-24,Squids,7,Stingers,2,Division 6,Division 6,REG
,14-Oct-24,Kokanees,1,Not Sure 5B,8,Division 5B,Division 5B,REG
