Game#,Date,Away Team,Away Score,Home Team,Home Score,Away Division,Home Division,Game Type
,10-Nov-24,Bandits,,Royal Pains,,Division 7B,Division 7B,
,10-Nov-24,Rainiers,2,Khaos,1,Division 9A,Division 9A,REG
,10-Nov-24,Monarchs 5D,5,Piranhas,5,Division 5D,Division 5D,REG
,10-Nov-24,Yacht Flippers,1,Rainier Reindeers HC-8,2,Division 8C,Division 8C,REG
,10-Nov-24,Post Busters,0,Div 10 Sky Blue,4,Division 10,Division 10,REG
,10-Nov-24,Orcas,11,Mid-Ice Crisis,0,Division 8C,Division 9B,REG
,10-Nov-24,Birrds,5,Seattle Dogs,4,Division 7A,Division 7A,REG
,10-Nov-24,Blackouts,2,Seal Team Sticks,4,Division 9A,Division 9A,REG
,10-Nov-24,Squids,4,Dumb Pucks,6,Division 6A,Division 6A,REG
,10-Nov-24,Dumpster Fire,0,Trash Pandas 5C,5,Division 5C,Division 5C,REG
,10-Nov-24,LKI,1,Fighting Mongooses,9,Division 7B,Division 7B,REG
,10-Nov-24,Sockeyes,3,Seals Lower,4,Division 8B,Division 8B,REG
,10-Nov-24,Mudflaps,,Blades,,Division 6C,Division 6C,
,10-Nov-24,Not Sure 7B,8,Cascadians HC,0,Division 7B,Division 7B,REG
,10-Nov-24,Greenhorns,1,Real Bacon,4,Division 6B,Division 6B,REG
,10-Nov-24,Seals 6A,5,Icemen,7,Division 6A,Division 6A,REG
,10-Nov-24,Iced Awesome,7,Arctic Foxes,0,Division 8A,Division 8C,REG
,10-Nov-24,Hungry Hatchlings,7,Fighting Clams,3,Division 8C,Division 8C,REG
,10-Nov-24,Golden Gobies,7,Los Tigres,2,Division 8A,Division 8A,REG
,10-Nov-24,Coyotes,,Trash Pandas Garbage Legacy,,Division 7A,Division 7A,
,10-Nov-24,Roughnecks Mobile Infantry,0,Seattle Freeze,6,Division 7A,Division 7A,REG
,10-Nov-24,Fluffy Bunnies,7,Scrooge McPuck,1,Division 8B,Division 8B,REG
,10-Nov-24,What's Kraken?,5,Raiders,2,Division 6B,Division 6C,REG
,10-Nov-24,Puccaneers,5,Mother Cluckers,0,Division 8A,Division 8B,REG
,11-Nov-24,Reapers,5,Fossils,1,Division 5D,Division 5D,REG
,11-Nov-24,Roughnecks - Game Theory,2,DevilFish,6,Division 5A,Division 5A,REG
,11-Nov-24,Midnight Twist,4,Mighty Boosh,0,Division 6A,Division 6C,REG
,11-Nov-24,Hackers,6,Monarchs 6B,4,Division 6B,Division 6B,REG
,11-Nov-24,Dirty Couch Hockey Club,4,Jokres,6,Division 5D,Division 5D,REG
,11-Nov-24,Kokanees,6,Lumberjacks,1,Division 5B,Division 5C,REG
,11-Nov-24,Moose Knuckle,2,Wolves,2,Division 4C,Division 4C,REG
,11-Nov-24,Gamblers,5,BSOD,2,Division 5B,Division 5C,REG
,11-Nov-24,Flying Monkeys,4,Honey Badgers,4,Division 6B,Division 6B,REG
,11-Nov-24,Highlanders,4,Skeletons,2,Division 5A,Division 5A,REG
,11-Nov-24,Greasy Weasels,0,Coconut Corgis,5,Division 4B,Division 4B,REG
,11-Nov-24,Night Owls,6,Maple Bars,3,Division 4B,Division 4B,REG
,11-Nov-24,Not Sure 5B,5,Ice-O-Topes,3,Division 5B,Division 5B,REG
,11-Nov-24,Bullets,1,Hooligans,7,Division 5B,Division 5B,REG
,12-Nov-24,Red Hots,9,Black Sheesh,1,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,12-Nov-24,Yetis,3,Black Katz,2,Division 5C,Division 5C,REG
,12-Nov-24,Skateful Dead,5,Growlers,4,Division 4A,Division 4A,REG
,12-Nov-24,40+ Advanced White,3,40+ Advanced Orange,3,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,12-Nov-24,Dead Rabbits,5,Renegades,1,Division 5A,Division 5B,REG
,12-Nov-24,Pineapple Express,3,White Yetis,6,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,12-Nov-24,40+ Advanced Green,2,40+ Advanced Black,4,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,12-Nov-24,Sabercats,4,MMHC,6,Division 3B,Division 3A,REG
,12-Nov-24,Breakers,8,Chinooks,4,Division 4A,Division 4A,REG
,12-Nov-24,40+ Advanced Gray,2,40+ Advanced Red,0,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,12-Nov-24,Grey Dust Bunnies,2,Blue Footed Bloobies,1,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,13-Nov-24,Steelhead,2,Seagulls,2,Division 4B,Division 5A,REG
,13-Nov-24,LLUA,7,Kraken Up,4,Division 4C,Division 4C,REG
,13-Nov-24,Edible Arrangements,3,Schilling Cider,8,Division 4C,Division 4B,REG
,13-Nov-24,40+ Orange,3,40+ Navy,1,40+ Fall 2024,40+ Fall 2024,REG
,13-Nov-24,Puget Sound Pigeons,7,The Herd,6,Division 3A,Division 3B,REG
,13-Nov-24,40+ Royal,4,40+ White,5,40+ Fall 2024,40+ Fall 2024,REG
,13-Nov-24,40+ Red,2,40+ Yellow,4,40+ Fall 2024,40+ Fall 2024,REG
,13-Nov-24,Hosers,0,Sasquatch,3,Division 4A,Division 3B,REG
,13-Nov-24,Mighty Mallards,1,Goal Diggers,6,Division 4A,Division 4A,REG
,13-Nov-24,Red Dog,11,Chiefs,6,Division 2,Division 3A,REG
,13-Nov-24,40+ Grey,6,40+ Sky Blue,0,40+ Fall 2024,40+ Fall 2024,REG
,14-Nov-24,Koronis Motors,3,Fighting Narwhals,4,Division 2,Division 2,REG
,14-Nov-24,Mavericks,7,Mighty Geoducks,2,Division 2,Division 2,REG
,14-Nov-24,Booze Hounds,5,Puckbuddies,6,Division 3A,Division 3A,REG
,14-Nov-24,Bombers,2,Shockers,1,Division 3B,Division 3B,REG
,14-Nov-24,Northwest Crabs,6,Pull Tab Bandits,4,Division 2,Division 2,REG
,14-Nov-24,Pheasants,5,Rhinos,5,Division 2,Division 3A,REG
,14-Nov-24,ESB,3,Seattle Supernova,1,Division 1,Division 1,REG
,14-Nov-24,NW Stars,6,Falcons,2,Division 1,Division 1,REG
,14-Nov-24,Mustangs,7,Brigade,9,Division 1,Division 1,REG
,16-Nov-24,Rainiers,6,Blackouts,1,Division 9A,Division 9A,REG
,16-Nov-24,Orcas,7,Seal Team Sticks,1,Division 8C,Division 9A,REG
,17-Nov-24,Blackbirds,1,Purple Reign,4,Division 9B,Division 9B,REG
,17-Nov-24,Mid-Ice Crisis,2,Khaos,8,Division 9B,Division 9A,REG
,17-Nov-24,Mother Cluckers,1,Los Tigres,6,Division 8B,Division 8A,REG
,17-Nov-24,Puccaneers,8,Hampton West Hockey Club,0,Division 8A,Division 8A,REG
,17-Nov-24,Rainier Reindeer HC-6A,1,Dumb Pucks,4,Division 6A,Division 6A,REG
,17-Nov-24,Hackers,0,Flying Monkeys,2,Division 6B,Division 6B,REG
,17-Nov-24,Trash Pandas Garbage Legacy,2,Seattle Freeze,5,Division 7A,Division 7A,REG
,17-Nov-24,Golden Gobies,1,BLU Bombers,3,Division 8A,Division 8A,REG
,17-Nov-24,Not Sure 7B,4,Bandits,2,Division 7B,Division 7B,REG
,17-Nov-24,Fighting Mongooses,2,Cascadians HC,5,Division 7B,Division 7B,REG
,17-Nov-24,Mighty Boosh,4,Raiders,4,Division 6C,Division 6C,REG
,17-Nov-24,Blades,7,What's Kraken?,10,Division 6C,Division 6B,REG
,17-Nov-24,Roughnecks Mobile Infantry,2,Birrds,1,Division 7A,Division 7A,REG
,17-Nov-24,Fighting Clams,5,Yacht Flippers,0,Division 8C,Division 8C,REG
,17-Nov-24,LKI,5,Royal Pains,6,Division 7B,Division 7B,REG
,17-Nov-24,Seals Lower,4,Scrooge McPuck,3,Division 8B,Division 8B,REG
,17-Nov-24,Spicy Kittens,3,SEA Cucumbers,6,Division 9B,Division 9B,REG
,17-Nov-24,Post Busters,0,Beer Dragons,1,Division 10,Division 10,REG
,17-Nov-24,Fluffy Bunnies,7,Arctic Foxes,2,Division 8B,Division 8C,REG
,17-Nov-24,Toe Dragons,1,Hungry Hatchlings,3,Division 8C,Division 8C,REG
,17-Nov-24,Sockeyes,3,Iced Awesome,8,Division 8B,Division 8A,REG
,17-Nov-24,Spittin' Llamas,7,Rainier Reindeers HC-8,0,Division 8C,Division 8C,REG
,17-Nov-24,Trash Pandas 6 Landis,2,Mudflaps,4,Division 6C,Division 6C,REG
,17-Nov-24,Div 10 Sky Blue,2,The Quacken,7,Division 10,Division 9B,REG
,17-Nov-24,Coyotes,6,Seattle Dogs,2,Division 7A,Division 7A,REG
,18-Nov-24,Dead Rabbits,5,Highlanders,0,Division 5A,Division 5A,REG
,18-Nov-24,Greenhorns,6,Honey Badgers,0,Division 6B,Division 6B,REG
,18-Nov-24,Alpuckas,4,Squids,4,Division 6A,Division 6A,REG
,18-Nov-24,Icemen,5,Roughnecks,1,Division 6A,Division 6B,REG
,18-Nov-24,Growlers,5,Goal Diggers,3,Division 4A,Division 4A,REG
,18-Nov-24,Bullets,1,DevilFish,4,Division 5B,Division 5A,REG
,18-Nov-24,Real Bacon,3,Monarchs 6B,2,Division 6B,Division 6B,REG
,18-Nov-24,PussyCats,1,Midnight Twist,7,Division 6A,Division 6A,REG
,18-Nov-24,Seals 6A,4,Stingers,1,Division 6A,Division 6A,REG
,18-Nov-24,Piranhas,0,Fossils,0,Division 5D,Division 5D,REG
,18-Nov-24,Kraken Up,,Schilling Cider,,Division 4C,Division 4B,
,18-Nov-24,BSOD,6,Ice-O-Topes,2,Division 5C,Division 5B,REG
,18-Nov-24,Monarchs 5D,4,Jokres,1,Division 5D,Division 5D,REG
,19-Nov-24,40+ Advanced Red,3,40+ Advanced Orange,4,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,19-Nov-24,Greasy Weasels,4,Night Owls,3,Division 4B,Division 4B,REG
,19-Nov-24,Yetis,6,Black Katz,3,Division 5C,Division 5C,REG
,19-Nov-24,Blue Footed Bloobies,,White Yetis,,Women''s Division Fall 2024,Women''s Division Fall 2024,
,19-Nov-24,Breakers,2,Mighty Mallards,0,Division 4A,Division 4A,REG
,19-Nov-24,Reapers,5,Dirty Couch Hockey Club,4,Division 5D,Division 5D,REG
,19-Nov-24,40+ Advanced Gray,4,40+ Advanced Green,4,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,19-Nov-24,Black Sheesh,,Pineapple Express,,Women''s Division Fall 2024,Women''s Division Fall 2024,
,19-Nov-24,Edible Arrangements,4,Coconut Corgis,9,Division 4C,Division 4B,REG
,19-Nov-24,Puckbuddies,6,Rhinos,0,Division 3A,Division 3A,REG
,19-Nov-24,Grey Dust Bunnies,,Red Hots,,Women''s Division Fall 2024,Women''s Division Fall 2024,
,19-Nov-24,Hosers,1,Shockers,3,Division 4A,Division 3B,REG
,19-Nov-24,40+ Advanced White,1,40+ Advanced Black,2,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,20-Nov-24,MMHC,1,Chiefs,5,Division 3A,Division 3A,REG
,20-Nov-24,40+ Navy,2,40+ Yellow,8,40+ Fall 2024,40+ Fall 2024,REG
,20-Nov-24,Skateful Dead,5,Chinooks,5,Division 4A,Division 4A,REG
,20-Nov-24,Sasquatch,5,Bombers,2,Division 3B,Division 3B,REG
,20-Nov-24,Trash Pandas 5C,4,Gamblers,2,Division 5C,Division 5B,REG
,20-Nov-24,The Herd,12,Sabercats,6,Division 3B,Division 3B,REG
,20-Nov-24,40+ Red,1,40+ Sky Blue,5,40+ Fall 2024,40+ Fall 2024,REG
,20-Nov-24,40+ Grey,8,40+ Royal,2,40+ Fall 2024,40+ Fall 2024,REG
,20-Nov-24,Steelhead,3,Maple Bars,5,Division 4B,Division 4B,REG
,20-Nov-24,Dumpster Fire,0,Lumberjacks,4,Division 5C,Division 5C,REG
,20-Nov-24,Skeletons,7,Wolves,4,Division 5A,Division 4C,REG
,20-Nov-24,Puget Sound Pigeons,6,Booze Hounds,9,Division 3A,Division 3A,REG
,20-Nov-24,Kokanees,2,Hooligans,1,Division 5B,Division 5B,REG
,20-Nov-24,40+ Orange,3,40+ White,2,40+ Fall 2024,40+ Fall 2024,REG
,21-Nov-24,Mustangs,3,Falcons,9,Division 1,Division 1,REG
,21-Nov-24,Pheasants,5,Northwest Crabs,6,Division 2,Division 2,REG
,21-Nov-24,Seattle Supernova,1,Brigade,4,Division 1,Division 1,REG
,21-Nov-24,ESB,3,NW Stars,1,Division 1,Division 1,REG
,21-Nov-24,Red Dog,2,Mighty Geoducks,10,Division 2,Division 2,REG
,21-Nov-24,Moose Knuckle,4,Seagulls,4,Division 4C,Division 5A,REG
,21-Nov-24,Koronis Motors,0,Pull Tab Bandits,4,Division 2,Division 2,REG
,21-Nov-24,Fighting Narwhals,1,Mavericks,8,Division 2,Division 2,REG
,21-Nov-24,Renegades,1,Roughnecks - Game Theory,5,Division 5B,Division 5A,REG
,22-Nov-24,Seattle Freeze,8,Seattle Dogs,1,Division 7A,Division 7A,REG
,23-Nov-24,Gamblers,7,Bullets,3,Division 5B,Division 5B,REG
,23-Nov-24,Mighty Boosh,1,Blades,6,Division 6C,Division 6C,REG
,23-Nov-24,Raiders,4,Trash Pandas 6 Landis,4,Division 6C,Division 6C,REG
,23-Nov-24,What's Kraken?,5,Mudflaps,2,Division 6B,Division 6C,REG
,24-Nov-24,Midnight Twist,5,Icemen,2,Division 6A,Division 6A,REG
,24-Nov-24,Rainier Reindeer HC-6A,3,Stingers,6,Division 6A,Division 6A,REG
,24-Nov-24,Seals Lower,2,Fluffy Bunnies,1,Division 8B,Division 8B,REG
,24-Nov-24,Bandits,8,LKI,3,Division 7B,Division 7B,REG
,24-Nov-24,Scrooge McPuck,4,Iced Awesome,0,Division 8B,Division 8A,REG
,24-Nov-24,Coyotes,7,Birrds,3,Division 7A,Division 7A,REG
,24-Nov-24,Arctic Foxes,0,Sockeyes,9,Division 8C,Division 8B,REG
,24-Nov-24,Rainier Reindeers HC-8,4,Hungry Hatchlings,7,Division 8C,Division 8C,REG
,24-Nov-24,Dumpster Fire,6,Jokres,2,Division 5C,Division 5D,REG
,24-Nov-24,Spittin' Llamas,0,Yacht Flippers,7,Division 8C,Division 8C,REG
,24-Nov-24,Trash Pandas Garbage Legacy,3,Roughnecks Mobile Infantry,0,Division 7A,Division 7A,REG
,24-Nov-24,Khaos,3,Seal Team Sticks,3,Division 9A,Division 9A,REG
,24-Nov-24,Honey Badgers,2,Real Bacon,1,Division 6B,Division 6B,REG
,24-Nov-24,The Quacken,6,Post Busters,2,Division 9B,Division 10,REG
,24-Nov-24,Los Tigres,1,Hampton West Hockey Club,2,Division 8A,Division 8A,REG
,24-Nov-24,Toe Dragons,0,Fighting Clams,7,Division 8C,Division 8C,REG
,24-Nov-24,BLU Bombers,4,Puccaneers,4,Division 8A,Division 8A,REG
,24-Nov-24,Roughnecks,3,Hackers,5,Division 6B,Division 6B,REG
,24-Nov-24,Mother Cluckers,2,Golden Gobies,5,Division 8B,Division 8A,REG
,24-Nov-24,Beer Dragons,0,Div 10 Sky Blue,3,Division 10,Division 10,REG
,24-Nov-24,Spicy Kittens,4,Blackbirds,1,Division 9B,Division 9B,REG
,24-Nov-24,Fossils,2,Squids,4,Division 5D,Division 6A,REG
,24-Nov-24,Monarchs 5D,1,Reapers,5,Division 5D,Division 5D,REG
,24-Nov-24,Blackouts,2,Orcas,7,Division 9A,Division 8C,REG
,24-Nov-24,Flying Monkeys,6,Greenhorns,2,Division 6B,Division 6B,REG
,24-Nov-24,Fighting Mongooses,2,Not Sure 7B,4,Division 7B,Division 7B,REG
,24-Nov-24,Mid-Ice Crisis,1,Rainiers,11,Division 9B,Division 9A,REG
,24-Nov-24,SEA Cucumbers,4,Purple Reign,1,Division 9B,Division 9B,REG
,24-Nov-24,Cascadians HC,7,Royal Pains,5,Division 7B,Division 7B,REG
,25-Nov-24,Hooligans,5,Renegades,3,Division 5B,Division 5B,REG
,25-Nov-24,Seagulls,3,Wolves,7,Division 5A,Division 4C,REG
,25-Nov-24,Skeletons,4,Roughnecks - Game Theory,1,Division 5A,Division 5A,REG
,25-Nov-24,PussyCats,5,Dumb Pucks,4,Division 6A,Division 6A,REG
,25-Nov-24,Growlers,1,Goal Diggers,1,Division 4A,Division 4A,REG
,25-Nov-24,Dirty Couch Hockey Club,1,Piranhas,2,Division 5D,Division 5D,REG
,25-Nov-24,Steelhead,2,Coconut Corgis,2,Division 4B,Division 4B,REG
,25-Nov-24,Kokanees,6,Ice-O-Topes,2,Division 5B,Division 5B,REG
,25-Nov-24,Lumberjacks,5,Trash Pandas 5C,5,Division 5C,Division 5C,REG
,25-Nov-24,Not Sure 5B,4,Dead Rabbits,6,Division 5B,Division 5A,REG
,25-Nov-24,Alpuckas,0,Seals 6A,4,Division 6A,Division 6A,REG
,25-Nov-24,Highlanders,3,Kraken Up,5,Division 5A,Division 4C,REG
,25-Nov-24,Schilling Cider,7,LLUA,6,Division 4B,Division 4C,REG
,25-Nov-24,Edible Arrangements,4,Maple Bars,6,Division 4C,Division 4B,REG
,25-Nov-24,Yetis,1,BSOD,5,Division 5C,Division 5C,REG
,26-Nov-24,Mighty Mallards,4,The Herd,6,Division 4A,Division 3B,REG
,26-Nov-24,Blue Footed Bloobies,8,Pineapple Express,4,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,26-Nov-24,Sabercats,4,Booze Hounds,7,Division 3B,Division 3A,REG
,26-Nov-24,40+ Advanced Orange,4,40+ Advanced Green,2,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,26-Nov-24,40+ Advanced Black,3,40+ Advanced Gray,5,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,26-Nov-24,Breakers,4,Hosers,5,Division 4A,Division 4A,REG
,26-Nov-24,Black Sheesh,1,Grey Dust Bunnies,4,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,26-Nov-24,Shockers,2,Puget Sound Pigeons,4,Division 3B,Division 3A,REG
,26-Nov-24,White Yetis,4,Red Hots,1,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,26-Nov-24,40+ Advanced Red,4,40+ Advanced White,6,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,26-Nov-24,Mustangs,6,NW Stars,2,Division 1,Division 1,REG
,1-Dec-24,Hungry Hatchlings,5,Yacht Flippers,2,Division 8C,Division 8C,REG
,1-Dec-24,Rainier Reindeers HC-8,0,Toe Dragons,2,Division 8C,Division 8C,REG
,1-Dec-24,Hampton West Hockey Club,2,Golden Gobies,2,Division 8A,Division 8A,REG
,1-Dec-24,Jokres,6,Reapers,4,Division 5D,Division 5D,REG
,1-Dec-24,Khaos,0,Orcas,7,Division 9A,Division 8C,REG
,1-Dec-24,Fighting Clams,5,Spittin' Llamas,4,Division 8C,Division 8C,REG
,1-Dec-24,Scrooge McPuck,2,Sockeyes,4,Division 8B,Division 8B,REG
,1-Dec-24,Trash Pandas 5C,0,BSOD,3,Division 5C,Division 5C,REG
,1-Dec-24,Seattle Dogs,1,Roughnecks Mobile Infantry,2,Division 7A,Division 7A,REG
,1-Dec-24,Purple Reign,4,Spicy Kittens,4,Division 9B,Division 9B,REG
,1-Dec-24,Royal Pains,6,Not Sure 7B,3,Division 7B,Division 7B,REG
,1-Dec-24,Bandits,7,Fighting Mongooses,3,Division 7B,Division 7B,REG
,1-Dec-24,Gamblers,7,Yetis,0,Division 5B,Division 5C,REG
,1-Dec-24,The Quacken,5,Beer Dragons,1,Division 9B,Division 10,REG
,1-Dec-24,Blackbirds,1,SEA Cucumbers,7,Division 9B,Division 9B,REG
,1-Dec-24,Iced Awesome,1,Fluffy Bunnies,0,Division 8A,Division 8B,REG
,1-Dec-24,Seals Lower,3,Arctic Foxes,2,Division 8B,Division 8C,REG
,1-Dec-24,Blackouts,3,Mid-Ice Crisis,2,Division 9A,Division 9B,REG
,1-Dec-24,Lumberjacks,0,Monarchs 5D,7,Division 5C,Division 5D,REG
,1-Dec-24,Post Busters,0,Div 10 Sky Blue,5,Division 10,Division 10,REG
,1-Dec-24,Mother Cluckers,0,BLU Bombers,3,Division 8B,Division 8A,REG
,1-Dec-24,Cascadians HC,6,LKI,0,Division 7B,Division 7B,REG
,1-Dec-24,Los Tigres,1,Puccaneers,3,Division 8A,Division 8A,REG
,1-Dec-24,Fossils,3,Piranhas,7,Division 5D,Division 5D,REG
,1-Dec-24,Seal Team Sticks,4,Rainiers,4,Division 9A,Division 9A,REG
,1-Dec-24,Birrds,2,Trash Pandas Garbage Legacy,4,Division 7A,Division 7A,REG
,2-Dec-24,Real Bacon,2,Hackers,1,Division 6B,Division 6B,REG
,2-Dec-24,Bullets,4,Kokanees,7,Division 5B,Division 5B,REG
,2-Dec-24,Greenhorns,1,Flying Monkeys,4,Division 6B,Division 6B,REG
,2-Dec-24,Hooligans,1,Ice-O-Topes,1,Division 5B,Division 5B,REG
,2-Dec-24,Seattle Freeze,1,Coyotes,3,Division 7A,Division 7A,REG
,2-Dec-24,Mighty Boosh,0,What's Kraken?,7,Division 6C,Division 6B,REG
,2-Dec-24,Maple Bars,7,Coconut Corgis,5,Division 4B,Division 4B,REG
,2-Dec-24,Trash Pandas 6 Landis,0,Blades,6,Division 6C,Division 6C,REG
,2-Dec-24,Raiders,8,Mudflaps,1,Division 6C,Division 6C,REG
,2-Dec-24,Dumpster Fire,5,Black Katz,4,Division 5C,Division 5C,REG
,2-Dec-24,Monarchs 6B,,Honey Badgers,,Division 6B,Division 6B,
,3-Dec-24,Seagulls,0,LLUA,10,Division 5A,Division 4C,REG
,3-Dec-24,Night Owls,4,Edible Arrangements,3,Division 4B,Division 4C,REG
,3-Dec-24,Red Hots,4,Pineapple Express,2,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,3-Dec-24,White Yetis,6,Grey Dust Bunnies,1,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,3-Dec-24,40+ Advanced Red,2,40+ Advanced Black,4,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,3-Dec-24,40+ Advanced Green,4,40+ Advanced White,5,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,3-Dec-24,40+ Advanced Orange,4,40+ Advanced Gray,1,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,3-Dec-24,Growlers,3,Breakers,8,Division 4A,Division 4A,REG
